frame,time,index,x,y,z,visibility,presence,normalized
2,20,0,-583.5352172851562,-192.93634033203125,49.7493896484375,,,False
2,20,1,-619.5383911132812,238.21356201171875,62.035987854003906,,,False
2,20,2,-720.6337890625,-282.4924621582031,599.8258056640625,,,False
2,20,3,-619.7782592773438,-287.2397766113281,611.3665771484375,,,False
2,20,4,-535.3209838867188,239.78977966308594,612.7280883789062,,,False
2,20,5,-617.6630859375,248.69578552246094,609.0804443359375,,,False
2,20,6,-759.4071655273438,237.5898895263672,623.3235473632812,,,False
2,20,7,-847.0037841796875,-262.58306884765625,599.9044189453125,,,False
3,30,0,-583.625732421875,-193.00015258789062,49.38609313964844,,,False
3,30,1,-619.5648193359375,238.3125457763672,61.77290344238281,,,False
3,30,2,-714.4766845703125,-279.5227355957031,602.0883178710938,,,False
3,30,3,-613.402099609375,-284.9668884277344,612.543701171875,,,False
3,30,4,-530.8777465820312,238.5869598388672,614.031982421875,,,False
3,30,5,-613.2568359375,247.651123046875,611.327392578125,,,False
3,30,6,-754.8572387695312,236.5807647705078,627.6002197265625,,,False
3,30,7,-840.58837890625,-260.5902404785156,603.759033203125,,,False
4,40,0,-583.7865600585938,-192.98587036132812,48.839908599853516,,,False
4,40,1,-619.5927124023438,238.4290008544922,61.41801071166992,,,False
4,40,2,-707.8649291992188,-276.7438049316406,604.5493774414062,,,False
4,40,3,-606.5625610351562,-282.40411376953125,613.9185180664062,,,False
4,40,4,-526.2083129882812,237.28530883789062,615.3250732421875,,,False
4,40,5,-608.537353515625,246.48179626464844,613.5958251953125,,,False
4,40,6,-750.0281982421875,235.51260375976562,632.1112060546875,,,False
4,40,7,-833.9749755859375,-257.1245422363281,607.633056640625,,,False
5,50,0,-583.9078979492188,-193.02316284179688,48.44475555419922,,,False
5,50,1,-619.65478515625,238.48573303222656,60.91947555541992,,,False
5,50,2,-700.7456665039062,-273.6968078613281,607.1656494140625,,,False
5,50,3,-599.33056640625,-279.498779296875,615.3862915039062,,,False
5,50,4,-521.3549194335938,235.85939025878906,616.7297973632812,,,False
5,50,5,-603.63623046875,245.06594848632812,616.0059814453125,,,False
5,50,6,-744.861083984375,234.29473876953125,636.580322265625,,,False
5,50,7,-827.6477661132812,-253.80389404296875,611.6792602539062,,,False
6,60,0,-583.9735107421875,-193.0430450439453,48.30965042114258,,,False
6,60,1,-619.8089599609375,238.53134155273438,60.458473205566406,,,False
6,60,2,-693.2891845703125,-270.3016662597656,609.8826904296875,,,False
6,60,3,-591.6786499023438,-276.3089294433594,616.9962158203125,,,False
6,60,4,-516.2908325195312,234.26083374023438,618.20263671875,,,False
6,60,5,-598.42333984375,243.6763458251953,618.470458984375,,,False
6,60,6,-739.3964233398438,233.3014678955078,641.447265625,,,False
6,60,7,-819.1889038085938,-249.98748779296875,616.0857543945312,,,False
7,70,0,-583.8949584960938,-193.11436462402344,48.54533386230469,,,False
